no	symbol	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en	type
896	D3-P1_msp_hab	73	11	171	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	蛇紋岩  高P/T型広域変成岩　アルバイト黒雲母帯	serpentinite albite-biotite zone of high P/T regional metamorphic rocks	6
897	K122-Pg12_msccg_hab	140	101	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	礫質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	conglomerate schist albite-biotite zone of high P/T regional metamorphic rocks	6
898	D3-P1_msccg_hab	141	101	20	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	礫質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	conglomerate schist albite-biotite zone of high P/T regional metamorphic rocks	6
899	K122-Pg12_mscps_hab	210	190	38	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	砂質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	psammitic schist albite-biotite zone of high P/T regional metamorphic rocks	6
900	D3-P1_mscps_hab	210	190	39	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	砂質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	psammitic schist albite-biotite zone of high P/T regional metamorphic rocks	6
901	K122-Pg12_mscpe_hab	0	103	172	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	pelitic schist albite-biotite zone of high P/T regional metamorphic rocks	6
902	D3-P1_mscpe_hab	27	12	0	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	泥質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	pelitic schist albite-biotite zone of high P/T regional metamorphic rocks	6
903	K122-Pg12_mscsi_hab	252	95	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	siliceous schist albite-biotite zone of high P/T regional metamorphic rocks	6
904	D3-P1_mscsi_hab	253	95	20	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	siliceous schist albite-biotite zone of high P/T regional metamorphic rocks	6
905	K122-Pg12_mscca_hab	8	53	225	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	calcareous schist albite-biotite zone of high P/T regional metamorphic rocks	6
906	D3-P1_mscca_hab	8	54	225	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	石灰質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	calcareous schist albite-biotite zone of high P/T regional metamorphic rocks	6
907	K122-Pg12_mscma_hab	18	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	mafic schist albite-biotite zone of high P/T regional metamorphic rocks	6
908	D3-P1_mscma_hab	19	113	0	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	苦鉄質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	mafic schist albite-biotite zone of high P/T regional metamorphic rocks	6
909	K122-Pg12_mscfe_hab	255	120	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	felsic schist albite-biotite zone of high P/T regional metamorphic rocks	6
910	D3-P1_mscfe_hab	255	121	20	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　アルバイト黒雲母帯	felsic schist albite-biotite zone of high P/T regional metamorphic rocks	6
911	K122-Pg12_msgpe_hab	8	111	157	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　アルバイト黒雲母帯	pelitic gneiss & schist albite-biotite zone of high P/T regional metamorphic rocks	6
912	D3-P1_msgpe_hab	32	17	5	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　アルバイト黒雲母帯	pelitic gneiss & schist albite-biotite zone of high P/T regional metamorphic rocks	6
913	K122-Pg12_msgma_hab	46	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 高P/T型広域変成岩　アルバイト黒雲母帯	mafic gneiss & schist albite-biotite zone of high P/T regional metamorphic rocks	6
914	D3-P1_msgma_hab	47	113	0	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 高P/T型広域変成岩　アルバイト黒雲母帯	mafic gneiss & schist albite-biotite zone of high P/T regional metamorphic rocks	6
915	K122-Pg12_mgama_hab	61	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　アルバイト黒雲母帯	mafic gneiss & amphibolite albite-biotite zone of high P/T regional metamorphic rocks	6
916	D3-P1_mgama_hab	62	113	0	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　アルバイト黒雲母帯	mafic gneiss & amphibolite albite-biotite zone of high P/T regional metamorphic rocks	6
917	K122-Pg12_mmgma_hab	76	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　アルバイト黒雲母帯	"mafic gneiss, amphibolite & mafic migmatite albite-biotite zone of high P/T regional metamorphic rocks"	6
918	D3-P1_mmgma_hab	77	113	0	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　アルバイト黒雲母帯	"mafic gneiss, amphibolite & mafic migmatite albite-biotite zone of high P/T regional metamorphic rocks"	6
919	K122-Pg12_mgnsi_hab	255	148	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　アルバイト黒雲母帯	siliceous gneiss albite-biotite zone of high P/T regional metamorphic rocks	6
920	D3-P1_mgnsi_hab	255	149	20	古生代 後期デボン紀～ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　アルバイト黒雲母帯	siliceous gneiss albite-biotite zone of high P/T regional metamorphic rocks	6
921	K122-Pg12_mrga_hob	12	64	108	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	変成斑れい岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	metagabbro oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
922	K122-Pg12_mrpr_hob	75	0	160	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	変成かんらん岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	metaperidotite oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
923	K122-Pg12_msp_hob	74	12	172	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	蛇紋岩  高P/T型広域変成岩　オリゴクレース黒雲母帯	serpentinite oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
924	K122-Pg12_msccg_hob	142	101	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	礫質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	conglomerate schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
925	K122-Pg12_mscps_hob	210	190	40	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	砂質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	psammitic schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
926	K122-Pg12_mscpe_hob	0	103	149	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	pelitic schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
927	K122-Pg12_mscsi_hob	254	95	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	siliceous schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
928	K122-Pg12_mscca_hob	8	55	225	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	calcareous schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
929	K122-Pg12_mscma_hob	20	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	mafic schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
930	K122-Pg12_mscfe_hob	255	122	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪長質片岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	felsic schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
931	K122-Pg12_msgul_hob	119	0	160	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	超苦鉄質片麻岩・超苦鉄質グラノフェルス 高P/T型広域変成岩　オリゴクレース黒雲母帯	ultramafic gneiss & schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
932	K122-Pg12_msgpe_hob	9	112	158	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　オリゴクレース黒雲母帯	pelitic gneiss & schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
933	K122-Pg12_msgma_hob	48	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 高P/T型広域変成岩　オリゴクレース黒雲母帯	mafic gneiss & schist oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
934	K122-Pg12_mgama_hob	63	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	mafic gneiss & amphibolite oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
935	K122-Pg12_mmgma_hob	78	113	0	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　オリゴクレース黒雲母帯	"mafic gneiss, amphibolite & mafic migmatite oligoclase-biotite zone of high P/T  regional metamorphic rocks"	6
936	K122-Pg12_mgnsi_hob	255	150	20	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 高P/T型広域変成岩　オリゴクレース黒雲母帯	siliceous gneiss oligoclase-biotite zone of high P/T  regional metamorphic rocks	6
937	K122-Pg12_mrga_hec	13	64	108	中生代 前期白亜紀 アルビアン期～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	変成斑れい岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	metagabbro high P/T metamorphic rocks experienced eclogite facies regional metamorphism	6
